,hard_ids,rand_ids
116,f2_r1650,f2_r409
117,f2_r1517,f4_r900
118,f2_r768,f4_r1052
119,f5_r1566,f4_r1262
120,f2_r394,f2_r510
121,f3_r1565,f3_r1292
122,f5_r258,f5_r1216
123,f5_r1565,f2_r184
124,f3_r179,f4_r939
125,f4_r892,f2_r1282
126,f4_r16,f3_r256
127,f2_r74,f5_r619
128,f2_r420,f5_r977
129,f3_r244,f4_r1363
130,f5_r1091,f5_r802
131,f5_r1423,f5_r541
132,f5_r1223,f2_r512
133,f5_r1150,f4_r712
134,f5_r1083,f5_r1512
135,f4_r1114,f4_r1697
136,f3_r400,f2_r550
137,f5_r1244,f4_r901
138,f5_r1636,f3_r1249
139,f2_r1338,f4_r218
140,f2_r612,f4_r1118
141,f2_r649,f4_r1339
142,f4_r481,f4_r635
143,f4_r1294,f5_r409
144,f4_r1379,f3_r612
145,f3_r1573,f3_r995
146,f4_r1485,f2_r1248
147,f3_r474,f5_r955
148,f2_r1542,f2_r579
149,f5_r1248,f2_r324
150,f3_r1113,f3_r971
151,f4_r666,f5_r993
152,f3_r510,f2_r1668
153,f3_r1093,f5_r203
154,f2_r1609,f2_r725
155,f4_r1442,f5_r1440
156,f5_r1103,f2_r1448
157,f3_r1428,f2_r83
158,f3_r520,f4_r1171
159,f4_r262,f5_r1074
160,f5_r397,f5_r1456
161,f2_r1666,f5_r900
162,f4_r713,f5_r1106
163,f5_r1442,f3_r972
164,f4_r1197,f5_r413
165,f3_r1055,f5_r1013
166,f2_r440,f4_r394
167,f2_r1673,f5_r707
168,f5_r1131,f2_r728
169,f5_r1300,f2_r60
170,f3_r937,f2_r649
171,f4_r1688,f3_r1690
172,f3_r1414,f5_r1038
173,f3_r797,f5_r1466
174,f2_r1438,f5_r505
175,f5_r1509,f4_r1418
176,f2_r211,f5_r386
177,f2_r1030,f3_r229
178,f3_r1372,f3_r1323
179,f4_r1530,f4_r923
180,f2_r1645,f4_r325
181,f2_r1413,f2_r212
182,f2_r183,f5_r1056
183,f3_r169,f5_r470
184,f5_r395,f3_r1626
185,f5_r224,f4_r937
186,f3_r352,f3_r1028
187,f3_r130,f2_r32
188,f3_r542,f5_r1502
189,f5_r892,f5_r198
190,f3_r1247,f4_r502
191,f3_r807,f3_r381
192,f3_r52,f3_r762
193,f4_r98,f5_r957
194,f2_r237,f2_r1582
195,f3_r548,f4_r617
196,f5_r114,f2_r528
197,f3_r345,f3_r1273
198,f3_r1608,f4_r784
199,f3_r1292,f4_r1316
200,f2_r103,f3_r1357
201,f2_r1281,f4_r795
202,f3_r864,f3_r321
203,f3_r1681,f3_r191
204,f2_r1441,f4_r809
205,f3_r27,f5_r1027
206,f4_r1237,f3_r1483
207,f3_r1141,f3_r84
208,f5_r386,f3_r51
209,f2_r712,f2_r478
210,f3_r526,f4_r1674
211,f4_r321,f3_r463
212,f2_r597,f2_r850
213,f5_r1130,f5_r969
214,f5_r1497,f4_r1020
215,f4_r628,f4_r1660
216,f4_r440,f5_r1029
217,f2_r666,f3_r179
218,f2_r1467,f4_r1176
219,f4_r733,f4_r387
220,f5_r351,f5_r1591
221,f2_r1224,f5_r1367
222,f3_r933,f2_r373
223,f3_r612,f2_r1366
224,f3_r453,f5_r438
225,f5_r630,f3_r523
226,f5_r47,f2_r852
227,f4_r1357,f2_r55
228,f2_r244,f5_r13
229,f2_r1282,f4_r815
230,f3_r1400,f5_r1561
231,f4_r316,f5_r1050
232,f5_r320,f4_r60
233,f5_r577,f2_r942
234,f3_r1468,f2_r179
235,f4_r293,f2_r447
236,f4_r724,f5_r1418
237,f3_r1532,f2_r533
238,f3_r961,f5_r323
239,f2_r133,f2_r873
240,f2_r450,f4_r1569
241,f4_r1611,f2_r441
242,f3_r1334,f5_r1583
243,f5_r556,f4_r1275
244,f5_r236,f2_r64
245,f4_r871,f4_r453
246,f5_r1682,f4_r1370
247,f2_r1254,f5_r494
248,f2_r901,f3_r827
249,f5_r1499,f3_r1518
250,f2_r814,f2_r1504
251,f5_r835,f5_r1557
252,f2_r1380,f4_r1567
253,f2_r92,f4_r119
254,f5_r1085,f5_r86
255,f5_r229,f5_r1401
256,f2_r1001,f2_r1311
257,f4_r85,f2_r183
258,f2_r60,f3_r557
259,f2_r1632,f5_r204
260,f4_r770,f3_r1285
261,f2_r1513,f4_r307
262,f2_r128,f4_r597
263,f5_r285,f2_r1391
264,f4_r1465,f3_r1560
265,f4_r1681,f2_r1308
266,f2_r441,f2_r1404
267,f3_r984,f4_r402
268,f3_r1374,f5_r830
269,f4_r129,f5_r1594
270,f2_r1294,f2_r1099
271,f3_r502,f2_r1628
272,f2_r1242,f4_r519
273,f2_r1221,f5_r1654
274,f2_r861,f5_r680
275,f3_r88,f5_r1473
276,f2_r391,f5_r480
277,f2_r40,f2_r100
278,f5_r781,f4_r721
279,f2_r1086,f3_r189
280,f4_r1686,f2_r299
281,f3_r726,f4_r505
282,f5_r782,f2_r718
283,f4_r508,f5_r517
284,f3_r867,f3_r1681
285,f3_r1275,f4_r1457
286,f4_r1618,f5_r407
287,f3_r1248,f4_r861
288,f5_r1388,f5_r1320
289,f4_r815,f2_r914
290,f5_r166,f3_r171
291,f4_r738,f3_r339
292,f2_r65,f4_r1238
293,f4_r1196,f5_r408
294,f4_r645,f5_r558
295,f2_r64,f2_r1380
296,f2_r374,f4_r1596
297,f2_r1111,f2_r978
298,f2_r51,f2_r1285
299,f5_r1189,f3_r576
300,f2_r691,f3_r1210
301,f2_r1370,f3_r7
302,f3_r1606,f3_r506
303,f2_r1419,f2_r264
304,f2_r531,f4_r1439
305,f4_r756,f3_r844
306,f3_r814,f2_r1093
307,f3_r256,f5_r831
308,f5_r1319,f4_r1507
309,f5_r1452,f3_r129
310,f3_r1012,f2_r462
311,f2_r372,f2_r503
312,f5_r1220,f5_r378
313,f5_r97,f2_r524
314,f3_r14,f3_r727
315,f4_r394,f5_r1573
316,f2_r1385,f4_r1145
317,f4_r972,f3_r1186
318,f3_r740,f4_r57
319,f2_r1520,f2_r1632
320,f5_r426,f2_r1265
321,f2_r741,f3_r462
322,f2_r432,f4_r1206
323,f4_r1656,f2_r600
324,f3_r1067,f4_r521
325,f4_r162,f5_r120
326,f4_r653,f5_r1571
327,f4_r946,f5_r451
328,f4_r787,f2_r547
329,f5_r925,f5_r931
330,f3_r1693,f3_r548
331,f3_r127,f4_r501
332,f3_r1084,f4_r1578
333,f5_r1081,f2_r230
334,f5_r1207,f2_r1080
335,f4_r657,f4_r880
336,f5_r526,f2_r962
337,f4_r977,f5_r1612
338,f5_r666,f2_r1684
339,f5_r1050,f3_r152
340,f4_r1133,f2_r412
341,f2_r431,f4_r1103
342,f3_r1335,f5_r1075
343,f2_r698,f2_r366
344,f2_r817,f2_r397
345,f4_r256,f4_r1317
346,f3_r682,f5_r797
347,f4_r1200,f4_r624
348,f5_r1693,f5_r274
349,f2_r21,f5_r1255
350,f3_r838,f5_r1429
351,f2_r1400,f5_r355
352,f5_r1159,f4_r690
353,f5_r833,f4_r1602
354,f4_r537,f4_r1679
355,f4_r1367,f4_r1613
356,f3_r1105,f3_r610
357,f2_r257,f2_r116
358,f3_r1375,f3_r751
359,f5_r591,f5_r1487
360,f2_r813,f4_r257
361,f5_r1229,f3_r1646
362,f4_r827,f5_r712
363,f4_r1340,f5_r1585
364,f5_r1107,f2_r700
365,f4_r1495,f4_r1632
366,f4_r404,f2_r513
367,f3_r706,f3_r1064
368,f3_r1003,f3_r880
369,f3_r1549,f4_r1593
370,f5_r790,f2_r537
371,f5_r1607,f2_r870
372,f5_r541,f2_r722
373,f2_r130,f4_r944
374,f2_r1579,f4_r481
375,f3_r752,f2_r343
376,f4_r927,f4_r540
377,f5_r173,f4_r284
378,f2_r1097,f4_r822
379,f5_r1238,f4_r1242
380,f5_r890,f5_r382
381,f4_r1108,f2_r1462
382,f3_r770,f4_r107
383,f2_r279,f3_r1093
384,f4_r585,f3_r1542
385,f3_r142,f3_r1175
386,f4_r405,f2_r964
387,f4_r283,f3_r1617
388,f3_r1124,f2_r429
389,f2_r368,f4_r345
390,f3_r1289,f2_r1147
391,f4_r602,f4_r1336
392,f5_r446,f5_r1116
393,f2_r86,f5_r429
394,f5_r1483,f5_r1187
395,f2_r766,f3_r937
396,f4_r83,f4_r683
397,f2_r443,f3_r1671
398,f5_r553,f3_r1115
399,f2_r1387,f3_r83
400,f5_r298,f4_r1129
401,f2_r1526,f3_r848
402,f4_r1578,f4_r908
403,f2_r973,f5_r1125
404,f5_r719,f4_r1479
405,f4_r298,f3_r645
406,f2_r1327,f2_r598
407,f4_r578,f4_r578
408,f3_r1185,f5_r445
409,f5_r1032,f3_r764
410,f5_r977,f2_r584
411,f5_r407,f5_r1592
412,f4_r1559,f5_r525
413,f2_r749,f3_r1396
414,f4_r86,f2_r1486
415,f2_r223,f4_r666
416,f3_r1407,f4_r125
417,f2_r1039,f5_r492
418,f2_r1112,f4_r47
419,f3_r565,f3_r1459
420,f2_r1092,f3_r1259
421,f5_r916,f5_r250
422,f3_r124,f5_r369
423,f5_r31,f5_r627
424,f3_r405,f4_r1375
425,f3_r415,f2_r679
426,f2_r249,f3_r542
427,f5_r1445,f5_r1085
428,f3_r1314,f3_r1089
429,f4_r648,f5_r1225
430,f2_r363,f5_r339
431,f5_r1073,f5_r836
432,f4_r861,f3_r946
433,f2_r428,f5_r1479
434,f3_r512,f4_r794
435,f5_r460,f3_r1010
436,f4_r277,f4_r1183
437,f4_r925,f5_r1202
438,f5_r325,f4_r298
439,f2_r756,f2_r1094
440,f2_r525,f2_r1175
441,f2_r1166,f3_r1223
442,f2_r946,f3_r978
443,f3_r238,f5_r604
444,f5_r1122,f3_r871
445,f4_r1235,f2_r425
446,f2_r1653,f4_r915
447,f5_r1474,f3_r130
448,f3_r73,f5_r47
449,f4_r137,f4_r1169
450,f2_r1070,f4_r1528
451,f4_r1593,f2_r861
452,f2_r728,f5_r821
453,f3_r1459,f3_r309
454,f3_r676,f2_r1319
455,f5_r259,f4_r1142
456,f3_r570,f3_r1543
457,f2_r579,f4_r15
458,f4_r2,f2_r1070
459,f4_r374,f4_r77
460,f2_r184,f5_r1349
461,f4_r936,f5_r1053
462,f2_r1038,f4_r1138
463,f5_r1137,f2_r504
464,f4_r60,f4_r968
465,f2_r519,f5_r1566
466,f4_r683,f2_r991
467,f5_r1669,f5_r550
468,f5_r65,f3_r970
469,f2_r1444,f5_r51
470,f4_r896,f2_r612
471,f2_r146,f4_r756
472,f5_r943,f5_r1574
473,f3_r416,f3_r1693
474,f5_r657,f3_r1251
475,f5_r678,f2_r321
476,f4_r1437,f2_r1032
477,f4_r324,f4_r108
478,f2_r1118,f2_r1616
479,f4_r142,f3_r1670
480,f3_r192,f4_r678
481,f5_r1216,f5_r1633
482,f2_r1342,f2_r1421
483,f4_r56,f2_r1013
484,f4_r866,f2_r916
485,f2_r477,f5_r546
486,f4_r203,f2_r1076
487,f3_r621,f4_r1048
488,f5_r561,f5_r270
489,f2_r763,f5_r226
490,f3_r410,f4_r1211
491,f5_r290,f3_r961
492,f5_r438,f4_r137
493,f2_r54,f5_r781
494,f4_r782,f5_r73
495,f4_r1408,f5_r1366
496,f5_r806,f5_r1311
497,f4_r1584,f3_r1662
498,f3_r1160,f4_r1518
499,f5_r521,f5_r89
500,f5_r1184,f2_r897
501,f4_r838,f5_r414
502,f5_r1075,f4_r129
503,f4_r599,f4_r749
504,f4_r1004,f5_r491
505,f2_r1588,f5_r231
506,f2_r1531,f5_r542
507,f5_r628,f3_r1106
508,f3_r1050,f5_r104
509,f4_r1312,f5_r1210
510,f4_r288,f3_r644
511,f5_r1009,f5_r899
512,f4_r1071,f2_r488
513,f5_r607,f5_r1593
514,f4_r161,f3_r1603
515,f2_r1177,f2_r1508
516,f5_r373,f3_r1569
517,f3_r337,f2_r1162
518,f5_r1056,f3_r1221
519,f5_r1090,f2_r1432
520,f3_r1584,f3_r642
521,f4_r265,f4_r1552
522,f4_r902,f4_r1629
523,f2_r1123,f4_r1601
524,f3_r1042,f5_r841
525,f5_r1025,f3_r219
526,f3_r1458,f5_r111
527,f5_r756,f2_r1001
528,f2_r335,f3_r217
529,f4_r1154,f2_r629
530,f2_r415,f2_r712
531,f3_r957,f5_r347
532,f4_r58,f2_r1030
533,f3_r309,f4_r892
534,f3_r365,f4_r1441
535,f5_r1325,f2_r896
536,f3_r1480,f3_r960
537,f4_r820,f3_r1329
538,f4_r1127,f4_r273
539,f3_r55,f5_r829
540,f4_r1206,f3_r1208
541,f5_r637,f5_r1562
542,f4_r1674,f3_r662
543,f5_r1143,f4_r368
544,f2_r635,f5_r1610
545,f2_r262,f4_r459
546,f4_r929,f5_r1607
547,f4_r600,f5_r1045
548,f4_r566,f2_r825
549,f3_r690,f3_r763
550,f5_r281,f2_r1059
551,f5_r662,f5_r1026
552,f3_r1591,f5_r489
553,f3_r390,f3_r856
554,f3_r1115,f2_r304
555,f3_r1586,f4_r1472
556,f4_r817,f2_r699
557,f5_r487,f2_r332
558,f4_r308,f5_r577
559,f3_r1494,f2_r1051
560,f2_r1142,f4_r1520
561,f4_r164,f5_r694
562,f4_r1466,f2_r163
563,f5_r50,f4_r1071
564,f2_r1643,f2_r1523
565,f5_r1593,f4_r35
566,f4_r1267,f4_r56
567,f4_r1032,f3_r979
568,f3_r47,f3_r128
569,f4_r453,f5_r457
570,f5_r862,f3_r1107
571,f4_r512,f2_r322
572,f5_r217,f4_r680
573,f3_r272,f3_r984
574,f3_r1454,f2_r1528
575,f3_r363,f3_r52
576,f4_r1176,f2_r597
577,f3_r1240,f2_r772
578,f3_r1259,f5_r828
579,f3_r1307,f4_r1579
580,f4_r557,f3_r1457
581,f3_r156,f2_r1168
582,f3_r421,f5_r1672
583,f2_r114,f2_r26
584,f2_r43,f2_r1281
585,f4_r926,f5_r132
586,f2_r903,f4_r733
587,f3_r45,f3_r676
588,f2_r849,f3_r930
589,f2_r76,f2_r891
590,f3_r576,f3_r830
591,f2_r410,f3_r1378
592,f2_r1533,f3_r526
593,f3_r308,f3_r807
594,f3_r1293,f2_r1274
595,f5_r1157,f5_r155
596,f2_r313,f4_r1427
597,f2_r462,f4_r93
598,f5_r383,f3_r881
599,f4_r720,f3_r1486
600,f5_r1007,f2_r1336
601,f5_r1278,f3_r1164
602,f3_r1227,f5_r178
603,f2_r460,f2_r372
604,f5_r1556,f3_r89
605,f4_r337,f2_r1294
606,f5_r186,f2_r1419
607,f4_r400,f5_r762
608,f4_r79,f5_r1474
609,f5_r1030,f4_r29
610,f2_r1311,f4_r619
611,f2_r868,f5_r1197
612,f4_r35,f5_r932
613,f5_r453,f2_r1459
614,f3_r1264,f4_r11
615,f4_r753,f5_r1169
616,f2_r466,f5_r992
617,f4_r1518,f4_r1396
618,f5_r350,f5_r925
619,f4_r625,f5_r1631
620,f3_r1530,f3_r431
621,f5_r737,f4_r1473
622,f2_r324,f4_r1391
623,f4_r1684,f3_r939
624,f5_r445,f2_r20
625,f3_r1354,f2_r1476
626,f2_r565,f4_r1639
627,f3_r1566,f4_r513
628,f5_r546,f5_r367
629,f3_r1453,f2_r1637
630,f4_r913,f3_r1226
631,f3_r251,f3_r390
632,f5_r78,f5_r1148
633,f5_r319,f3_r571
634,f5_r1583,f3_r1202
635,f4_r904,f3_r1017
636,f5_r728,f2_r1100
637,f3_r435,f3_r457
638,f2_r1197,f3_r1388
639,f2_r1012,f4_r1475
640,f5_r1413,f5_r1196
641,f3_r1315,f5_r718
642,f3_r1085,f4_r1013
643,f4_r1220,f3_r1006
644,f3_r1024,f4_r1437
645,f5_r221,f4_r1189
646,f5_r1494,f2_r1256
647,f2_r589,f2_r899
648,f3_r1202,f5_r647
649,f5_r294,f2_r192
650,f2_r309,f2_r1181
651,f2_r1172,f4_r724
652,f4_r1265,f5_r933
653,f5_r361,f2_r272
654,f3_r753,f4_r58
655,f3_r21,f2_r591
656,f3_r168,f4_r52
657,f3_r1622,f5_r1486
658,f4_r1623,f2_r817
659,f5_r1276,f2_r637
660,f5_r345,f4_r926
661,f5_r1408,f5_r1323
662,f5_r815,f4_r995
663,f4_r915,f2_r347
664,f3_r84,f3_r1478
665,f2_r35,f2_r974
666,f5_r1265,f4_r1201
667,f3_r1357,f5_r1577
668,f2_r49,f5_r1648
669,f5_r196,f3_r808
670,f3_r1463,f3_r319
671,f5_r414,f2_r651
672,f3_r652,f4_r799
673,f4_r1585,f2_r807
674,f3_r1569,f2_r657
675,f5_r344,f2_r1272
676,f3_r511,f3_r497
677,f5_r12,f5_r1491
678,f4_r858,f2_r1065
679,f5_r1087,f5_r186
680,f2_r1437,f2_r1214
681,f5_r1612,f4_r1407
682,f2_r683,f5_r504
683,f4_r593,f2_r133
684,f5_r741,f3_r1284
685,f4_r373,f3_r680
686,f5_r1119,f2_r266
687,f2_r1617,f3_r769
688,f5_r953,f2_r1172
689,f2_r120,f3_r1195
690,f5_r731,f4_r1283
691,f2_r1025,f4_r1037
692,f4_r295,f4_r1623
693,f2_r371,f3_r421
694,f4_r1639,f3_r1458
695,f3_r412,f2_r490
696,f4_r32,f3_r755
697,f2_r1432,f5_r844
698,f5_r292,f4_r1303
699,f2_r720,f5_r774
700,f4_r1533,f4_r336
701,f3_r878,f3_r750
702,f4_r1438,f3_r1622
703,f2_r528,f4_r918
704,f4_r762,f4_r1372
705,f4_r1370,f3_r1307
706,f4_r504,f2_r1648
707,f5_r1192,f2_r160
708,f2_r310,f2_r691
709,f3_r1273,f3_r974
710,f5_r1449,f3_r47
711,f2_r243,f2_r1164
712,f2_r1523,f2_r1586
713,f2_r1167,f2_r1174
714,f2_r306,f3_r1335
715,f5_r1066,f5_r1382
716,f2_r50,f2_r820
717,f2_r760,f4_r1004
718,f3_r235,f5_r298
719,f4_r1065,f4_r993
720,f2_r852,f3_r66
721,f4_r1092,f4_r434
722,f3_r978,f3_r569
723,f5_r1537,f2_r684
724,f2_r32,f5_r55
725,f3_r1601,f5_r1660
726,f3_r585,f5_r1256
727,f5_r885,f3_r228
728,f3_r975,f2_r737
729,f5_r745,f3_r1591
730,f2_r722,f2_r976
731,f4_r77,f2_r423
732,f4_r1037,f4_r820
733,f5_r226,f5_r1642
734,f2_r349,f2_r1565
735,f4_r755,f4_r477
736,f2_r34,f2_r946
737,f3_r1390,f4_r585
738,f2_r170,f4_r447
739,f4_r803,f2_r78
740,f2_r366,f4_r546
741,f4_r1020,f5_r1132
742,f5_r1424,f3_r1609
743,f3_r7,f5_r731
744,f2_r1052,f2_r128
745,f3_r1328,f4_r933
746,f2_r1222,f5_r1542
747,f3_r307,f3_r450
748,f4_r966,f4_r1466
749,f2_r573,f5_r628
750,f5_r137,f3_r80
751,f2_r830,f5_r755
752,f4_r247,f4_r20
753,f4_r455,f2_r497
754,f3_r815,f4_r593
755,f4_r1213,f3_r896
756,f4_r447,f2_r929
757,f2_r988,f4_r1517
758,f2_r408,f3_r452
759,f5_r899,f3_r308
760,f5_r1526,f2_r501
761,f3_r1249,f2_r958
762,f3_r1507,f2_r1159
763,f4_r367,f3_r235
764,f4_r1238,f4_r1447
765,f2_r485,f3_r1182
766,f2_r762,f2_r1538
767,f4_r449,f4_r430
768,f5_r685,f3_r1573
769,f3_r1278,f3_r1299
770,f3_r501,f5_r763
771,f5_r1649,f4_r1397
772,f4_r196,f2_r1549
773,f4_r375,f5_r136
774,f5_r807,f3_r98
775,f4_r1439,f2_r469
776,f4_r467,f3_r1583
777,f3_r844,f4_r1680
778,f2_r272,f3_r635
779,f2_r1507,f5_r737
780,f5_r270,f5_r988
781,f4_r379,f4_r565
782,f4_r36,f3_r797
783,f3_r1604,f3_r1068
784,f3_r1626,f4_r236
785,f4_r1417,f2_r1112
786,f5_r888,f3_r1242
787,f3_r287,f5_r1640
788,f5_r1418,f3_r998
789,f3_r1534,f3_r842
790,f3_r1208,f3_r1347
791,f4_r698,f5_r862
792,f5_r1338,f4_r1318
793,f2_r1288,f2_r1012
794,f5_r1615,f3_r1250
795,f4_r1013,f5_r302
796,f4_r959,f5_r760
797,f3_r858,f5_r10
798,f4_r1418,f5_r1404
799,f5_r931,f3_r1122
800,f3_r955,f5_r1195
801,f5_r202,f4_r1513
802,f2_r119,f4_r801
803,f3_r465,f3_r1407
804,f5_r1139,f4_r1001
805,f2_r1181,f5_r224
806,f2_r624,f3_r1209
807,f5_r1026,f3_r120
808,f2_r436,f3_r1511
809,f2_r38,f2_r1369
810,f5_r401,f3_r1666
811,f4_r1102,f2_r1307
812,f3_r1163,f2_r1005
813,f4_r182,f3_r481
814,f4_r260,f3_r1321
815,f3_r1263,f3_r207
816,f3_r607,f3_r1401
817,f2_r506,f4_r896
818,f5_r18,f3_r1240
819,f3_r3,f5_r984
820,f2_r341,f5_r96
821,f4_r1171,f5_r765
822,f3_r450,f2_r1327
823,f4_r1123,f2_r16
824,f3_r37,f5_r264
825,f4_r1054,f4_r941
826,f3_r1033,f3_r14
827,f3_r1691,f2_r420
828,f2_r1648,f5_r644
829,f2_r17,f3_r772
830,f2_r39,f5_r1281
831,f3_r1128,f2_r40
832,f3_r60,f4_r1691
833,f3_r523,f2_r607
834,f5_r1552,f3_r840
835,f3_r1437,f5_r1325
836,f5_r99,f3_r796
837,f2_r1557,f5_r28
838,f2_r1100,f5_r189
839,f2_r1248,f5_r1556
840,f3_r262,f3_r609
841,f5_r549,f2_r925
842,f2_r1505,f2_r1273
843,f2_r1051,f4_r1668
844,f4_r1632,f2_r1587
845,f3_r80,f5_r462
846,f3_r835,f3_r1456
847,f2_r423,f5_r657
848,f4_r1203,f4_r1366
849,f2_r152,f2_r15
850,f3_r949,f2_r1456
851,f2_r1503,f2_r1499
852,f4_r31,f3_r691
853,f4_r1336,f2_r1358
854,f2_r1490,f5_r161
855,f4_r1189,f4_r906
856,f4_r381,f2_r1126
857,f2_r983,f4_r832
858,f2_r758,f3_r1541
859,f5_r1484,f2_r1231
860,f2_r617,f4_r72
861,f5_r1396,f2_r445
862,f4_r617,f2_r68
863,f2_r26,f2_r911
864,f3_r174,f4_r295
865,f5_r1398,f2_r1479
866,f3_r636,f2_r432
867,f4_r236,f5_r1531
868,f2_r200,f4_r951
869,f4_r1093,f5_r1115
870,f3_r830,f5_r281
871,f4_r280,f2_r695
872,f2_r808,f4_r164
873,f2_r61,f5_r557
874,f2_r544,f5_r580
875,f3_r82,f2_r112
876,f5_r779,f5_r1567
877,f4_r640,f2_r71
878,f3_r784,f2_r389
879,f2_r129,f2_r410
880,f2_r1148,f4_r919
881,f2_r929,f2_r805
882,f2_r1109,f4_r12
883,f5_r650,f2_r1666
884,f4_r1416,f3_r215
885,f5_r933,f3_r45
886,f4_r276,f4_r977
887,f2_r1402,f4_r321
888,f3_r1250,f2_r755
889,f5_r1115,f3_r746
890,f3_r1339,f2_r1068
891,f4_r1550,f3_r556
892,f5_r1402,f3_r1532
893,f5_r1064,f4_r180
894,f3_r1475,f2_r965
895,f2_r620,f4_r450
896,f2_r1033,f3_r1134
897,f4_r132,f4_r440
898,f2_r1004,f4_r852
899,f3_r1529,f4_r1203
900,f4_r1507,f2_r955
901,f4_r876,f4_r100
902,f2_r915,f3_r320
903,f2_r242,f3_r1504
904,f5_r542,f2_r1258
905,f2_r1073,f2_r545
906,f2_r740,f5_r1204
907,f4_r1026,f5_r719
908,f4_r701,f5_r495
909,f2_r991,f2_r1361
910,f4_r572,f5_r1025
911,f4_r670,f3_r962
912,f2_r484,f4_r1250
913,f4_r459,f5_r853
914,f2_r705,f3_r1111
915,f3_r1456,f3_r1629
916,f5_r250,f3_r1247
917,f2_r1368,f5_r405
918,f3_r110,f3_r898
919,f2_r382,f5_r48
920,f2_r711,f3_r1320
921,f5_r283,f3_r230
922,f3_r1111,f5_r107
923,f4_r809,f3_r888
924,f4_r1528,f2_r309
925,f2_r1610,f3_r1463
926,f5_r708,f4_r150
927,f2_r481,f3_r363
928,f5_r1197,f2_r1306
929,f2_r419,f3_r1630
930,f2_r1448,f3_r97
931,f5_r525,f4_r249
932,f4_r1412,f3_r717
933,f2_r1137,f3_r1105
934,f3_r886,f5_r566
935,f3_r898,f2_r1052
936,f2_r981,f3_r1228
937,f3_r609,f4_r785
938,f2_r1101,f5_r808
939,f2_r1257,f2_r1409
940,f5_r1230,f5_r938
941,f4_r624,f2_r1449
